"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"1152","Latridopsis forsteri","Animalia","Actinopterygii","Perciformes","3010","Latridopsis forsteri","Latridae","accepted name","Latridopsis","Latridopsis forsteri"
"1153","Ammodytes marinus","Animalia","Actinopterygii","Perciformes","1521","Ammodytes marinus","Ammodytidae","accepted name","Ammodytes","Ammodytes marinus"
"1154","Anguilla japonica","Animalia","Actinopterygii","Anguilliformes","4584","Anguilla japonica","Anguillidae","accepted name","Anguilla","Anguilla japonica"
"1155","Centroscymnus coelolepis","Animalia","Elasmobranchii","Squaliformes","4406","Centroscymnus coelolepis","Somniosidae","accepted name","Centroscymnus","Centroscymnus coelolepis"
"1156","Engraulis ringens","Animalia","Actinopterygii","Clupeiformes","2795","Engraulis ringens","Engraulidae","accepted name","Engraulis","Clupeiformes"
"1157","Clupea bentincki","Animalia","Actinopterygii","Clupeiformes","2795","Strangomera bentincki","Clupeidae","accepted name","Clupea","Clupeiformes"
"1158","Gasterochisma melampus","Animalia","Actinopterygii","Perciformes","4570","Gasterochisma melampus","Scombridae","accepted name","Gasterochisma","Gasterochisma melampus"
"1159","Makaira nigricans","Animalia","Actinopterygii","Perciformes","3932","Makaira nigricans","Istiophoridae","accepted name","Makaira","Makaira"
"1160","Makaira mazara","Animalia","Actinopterygii","Perciformes","3932","Makaira nigricans","Istiophoridae","accepted name","Makaira","Makaira"
"1161","Merluccius hubbsi","Animalia","Actinopterygii","Gadiformes","3939","Merluccius hubbsi","Merlucciidae","accepted name","Merluccius","Actinopterygii"
"1162","Lophius gastrophysus","Animalia","Actinopterygii","Lophiiformes","3939","Lophius gastrophysus","Lophiidae","accepted name","Lophius","Actinopterygii"
"1163","Urophycis mystacea","Animalia","Actinopterygii","Gadiformes","3939","Urophycis mystacea","Phycidae","accepted name","Urophycis","Actinopterygii"
"1164","Scomber scombrus","Animalia","Actinopterygii","Perciformes","3419","Scomber scombrus","Scombridae","accepted name","Scomber","Animalia"
"1165","Morus bassanus","Animalia","Aves","Suliformes","3419","Sula bassana","Sulidae","accepted name","Morus","Animalia"
"1166","Acipenser medirostris","Animalia","Actinopterygii","Acipenseriformes","1742","Acipenser medirostris","Acipenseridae","accepted name","Acipenser","Acipenser"
"1167","Acipenser mikadoi","Animalia","Actinopterygii","Acipenseriformes","1742","Acipenser medirostris","Acipenseridae","accepted name","Acipenser","Acipenser"
"1168","Acipenser transmontanus","Animalia","Actinopterygii","Acipenseriformes","3000","Acipenser transmontanus","Acipenseridae","accepted name","Acipenser","Acipenser transmontanus"
"1169","Alosa alabamae","Animalia","Actinopterygii","Clupeiformes","4623","Alosa alabamae","Clupeidae","accepted name","Alosa","Alosa"
"1170","Alosa sapidissima","Animalia","Actinopterygii","Clupeiformes","4623","A. sapidissima","Clupeidae","accepted name","Alosa","Alosa"
"1171","Cyprinodon diabolis","Animalia","Actinopterygii","Cyprinodontiformes","2020","Cyprinodon diabolis","Cyprinodontidae","accepted name","Cyprinodon","Cyprinodon diabolis"
"1172","Hippocampus reidi","Animalia","Actinopterygii","Syngnathiformes","1987","Hippocampus reidi","Syngnathidae","accepted name","Hippocampus","Hippocampus"
"1173","Hippocampus reidi","Animalia","Actinopterygii","Syngnathiformes","1987","H. reidi","Syngnathidae","accepted name","Hippocampus","Hippocampus"
"1174","Pomoxis annularis","Animalia","Actinopterygii","Perciformes","1960","Pomoxis annularis","Centrarchidae","accepted name","Pomoxis","Pomoxis annularis"
"1175","Raja clavata","Animalia","Elasmobranchii","Rajiformes","4475","Raja clavata","Rajidae","accepted name","Raja","Raja"
"1176","Raja maderensis","Animalia","Elasmobranchii","Rajiformes","4475","Raja clavata","Rajidae","accepted name","Raja","Raja"
"1177","Rhincodon typus","Animalia","Elasmobranchii","Orectolobiformes","1343","Rhincodon typus","Rhincodontidae","accepted name","Rhincodon","Rhincodon typus"
"1178","Rhincodon typus","Animalia","Elasmobranchii","Orectolobiformes","1894","Rhincodon typus","Rhincodontidae","accepted name","Rhincodon","Rhincodon typus"
"1179","Rhincodon typus","Animalia","Elasmobranchii","Orectolobiformes","4145","Rhincodon typus","Rhincodontidae","accepted name","Rhincodon","Rhincodon"
"1180","Rhincodon typus","Animalia","Elasmobranchii","Orectolobiformes","4145","R. typus","Rhincodontidae","accepted name","Rhincodon","Rhincodon"
"1181","Pimephales promelas","Animalia","Actinopterygii","Cypriniformes","3718","Pimephales promelas","Cyprinidae","accepted name","Pimephales","Cyprinidae"
"1182","Margariscus margarita","Animalia","Actinopterygii","Cypriniformes","3718","Margariscus margarita","Cyprinidae","accepted name","Margariscus","Cyprinidae"
"1183","Clarias macrocephalus","Animalia","Actinopterygii","Siluriformes","4622","Clarias macrocephalus","Clariidae","accepted name","Clarias","Actinopterygii"
"1184","Trichopodus pectoralis","Animalia","Actinopterygii","Perciformes","4622","Trichogaster pectoralis","Osphronemidae","accepted name","Trichopodus","Actinopterygii"
"1185","Channa striata","Animalia","Actinopterygii","Perciformes","4622","Channa striatus","Channidae","accepted name","Channa","Actinopterygii"
"1186","Barbus meridionalis","Animalia","Actinopterygii","Cypriniformes","4350","Barbus meridionalis","Cyprinidae","accepted name","Barbus","Cyprinidae"
"1187","Squalius laietanus","Animalia","Actinopterygii","Cypriniformes","4350","Squalius laietanus","Cyprinidae","accepted name","Squalius","Cyprinidae"
"1188","Barbus meridionalis","Animalia","Actinopterygii","Cypriniformes","4350","B. meridionalis","Cyprinidae","accepted name","Barbus","Cyprinidae"
"1189","Squalius laietanus","Animalia","Actinopterygii","Cypriniformes","4350","S. laietanus","Cyprinidae","accepted name","Squalius","Cyprinidae"
"1190","Barbus cyclolepis","Animalia","Actinopterygii","Cypriniformes","4350","Barbus meridionalis","Cyprinidae","accepted name","Barbus","Cyprinidae"
"1191","Chaetodon auriga","Animalia","Actinopterygii","Perciformes","3457","Chaetodon auriga","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1192","Chaetodon baronessa","Animalia","Actinopterygii","Perciformes","3457","Chaetodon baronessa","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1193","Chaetodon citrinellus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon citrinellus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1194","Chaetodon melannotus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon melannotus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1195","Chaetodon trifascialis","Animalia","Actinopterygii","Perciformes","3457","Chaetodon trifascialis","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1196","Chaetodon vagabundus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon vagabundus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1197","Chaetodon aureofasciatus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon aureofasciatus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1198","Chaetodon plebeius","Animalia","Actinopterygii","Perciformes","3457","Chaetodon plebeius","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1199","Chaetodon rainfordi","Animalia","Actinopterygii","Perciformes","3457","Chaetodon rainfordi","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1200","Chaetodon lunulatus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon lunulatus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1201","Chaetodon lunula","Animalia","Actinopterygii","Perciformes","3457","Chaetodon lunulatus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1202","Chaetodon trifasciatus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon lunulatus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1203","Chaetodon decussatus","Animalia","Actinopterygii","Perciformes","3457","Chaetodon vagabundus","Chaetodontidae","accepted name","Chaetodon","Chaetodon"
"1204","Cheilinus undulatus","Animalia","Actinopterygii","Perciformes","3936","Cheilinus undulatus","Labridae","accepted name","Cheilinus","Perciformes"
"1205","Plectropomus oligacanthus","Animalia","Actinopterygii","Perciformes","3936","Plectropomus oligocanthus","Serranidae","accepted name","Plectropomus","Perciformes"
"1206","Dissostichus mawsoni","Animalia","Actinopterygii","Perciformes","3554","Dissostichus mawsoni","Nototheniidae","accepted name","Dissostichus","Dissostichus mawsoni"
"1207","Ambassis natalensis","Animalia","Actinopterygii","Perciformes","3638","Ambassis natalensis","Ambassidae","accepted name","Ambassis","Actinopterygii"
"1208","Leiognathus equulus","Animalia","Actinopterygii","Perciformes","3638","Leiognathus equula","Leiognathidae","accepted name","Leiognathus","Actinopterygii"
"1209","Valamugil buchanani","Animalia","Actinopterygii","Mugiliformes","3638","Valamugil cunnesius","Mugilidae","accepted name","Valamugil","Actinopterygii"
"1210","Valamugil speigleri","Animalia","Actinopterygii","Mugiliformes","3638","Valamugil cunnesius","Mugilidae","accepted name","Valamugil","Actinopterygii"
"1211","Moolgarda seheli","Animalia","Actinopterygii","Mugiliformes","3638","Valamugil cunnesius","Mugilidae","accepted name","Moolgarda","Actinopterygii"
"1212","Moolgarda cunnesius","Animalia","Actinopterygii","Mugiliformes","3638","Valamugil cunnesius","Mugilidae","accepted name","Moolgarda","Actinopterygii"
"1213","Moolgarda engeli","Animalia","Actinopterygii","Mugiliformes","3638","Valamugil cunnesius","Mugilidae","accepted name","Moolgarda","Actinopterygii"
"1214","Eubleekeria splendens","Animalia","Actinopterygii","Perciformes","3638","Leiognathus equula","Leiognathidae","accepted name","Eubleekeria","Actinopterygii"
"1215","Macquaria australasica","Animalia","Actinopterygii","Perciformes","4045","Macquaria australasica","Percichthyidae","accepted name","Macquaria","Macquaria australasica"
"1216","Percilia irwini","Animalia","Actinopterygii","Perciformes","1618","Percilia irwini","Perciliidae","accepted name","Percilia","Percilia irwini"
"1217","Schilbe intermedius","Animalia","Actinopterygii","Siluriformes","4593","Schilbe intermedius","Schilbeidae","accepted name","Schilbe","Schilbe intermedius"
"1218","Acanthemblemaria spinosa","Animalia","Actinopterygii","Perciformes","1528","Acanthemblemaria spinosa","Chaenopsidae","accepted name","Acanthemblemaria","Acanthemblemaria"
"1219","Acanthemblemaria aspera","Animalia","Actinopterygii","Perciformes","1528","A. aspera","Chaenopsidae","accepted name","Acanthemblemaria","Acanthemblemaria"
"1220","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","2882","Oreochromis niloticus","Cichlidae","accepted name","Oreochromis","Oreochromis niloticus"
"1221","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","3633","Oreochromis niloticus","Cichlidae","accepted name","Oreochromis","Oreochromis"
"1222","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","3633","O. niloticus","Cichlidae","accepted name","Oreochromis","Oreochromis"
"1223","Oreochromis niloticus","Animalia","Actinopterygii","Perciformes","3914","Oreochromis niloticus","Cichlidae","accepted name","Oreochromis","Oreochromis niloticus"
"1224","Acipenser oxyrinchus","Animalia","Actinopterygii","Acipenseriformes","2143","Acipenser oxyrinchus","Acipenseridae","accepted name","Acipenser","Acipenser oxyrinchus"
"1225","Dichistius capensis","Animalia","Actinopterygii","Perciformes","2990","Dichistius capensis","Dichistiidae","accepted name","Dichistius","Perciformes"
"1226","Diplodus capensis","Animalia","Actinopterygii","Perciformes","2990","Diplodus capensis","Sparidae","accepted name","Diplodus","Perciformes"
"1227","Carassius gibelio","Animalia","Actinopterygii","Cypriniformes","4610","Carassius gibelio","Cyprinidae","accepted name","Carassius","Carassius"
"1228","Carassius carassius","Animalia","Actinopterygii","Cypriniformes","4610","Carassius gibelio","Cyprinidae","accepted name","Carassius","Carassius"
"1229","Hippocampus abdominalis","Animalia","Actinopterygii","Syngnathiformes","1286","Hippocampus abdominalis","Syngnathidae","accepted name","Hippocampus","Hippocampus abdominalis"
"1230","Salmo marmoratus","Animalia","Actinopterygii","Salmoniformes","4578","Salmo marmoratus","Salmonidae","accepted name","Salmo","Salmo marmoratus"
"1231","Brycon hilarii","Animalia","Actinopterygii","Characiformes","3615","Brycon hilarii","Bryconidae","accepted name","Brycon","Brycon hilarii"
"1232","Leuciscus burdigalensis","Animalia","Actinopterygii","Cypriniformes","4572","Leuciscus burdigalensis","Cyprinidae","accepted name","Leuciscus","Leuciscus burdigalensis"
"1233","Hemiodus orthonops","Animalia","Actinopterygii","Characiformes","3620","Hemiodus orthonops","Hemiodontidae","accepted name","Hemiodus","Hemiodus orthonops"
"1234","Cynoscion othonopterus","Animalia","Actinopterygii","Perciformes","3613","Cynoscion othonopterus","Sciaenidae","accepted name","Cynoscion","Cynoscion othonopterus"
"1235","Manta alfredi","Animalia","Elasmobranchii","Myliobatiformes","3029","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1236","Manta birostris","Animalia","Elasmobranchii","Myliobatiformes","3029","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1237","Manta alfredi","Animalia","Elasmobranchii","Myliobatiformes","3517","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1238","Manta birostris","Animalia","Elasmobranchii","Myliobatiformes","3517","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1239","Manta birostris","Animalia","Elasmobranchii","Myliobatiformes","3517","M. alfredi","Myliobatidae","accepted name","Manta","Manta"
"1240","Manta alfredi","Animalia","Elasmobranchii","Myliobatiformes","3518","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1241","Manta birostris","Animalia","Elasmobranchii","Myliobatiformes","3518","Manta alfredi","Myliobatidae","accepted name","Manta","Manta"
"1242","Manta birostris","Animalia","Elasmobranchii","Myliobatiformes","3518","M. alfredi","Myliobatidae","accepted name","Manta","Manta"
"1243","Epidalea calamita","Animalia","Amphibia","Anura","1296","Bufo calamita","Bufonidae","accepted name","Epidalea","Epidalea calamita"
"1244","Rhinella marina","Animalia","Amphibia","Anura","4023","Bufo marinus","Bufonidae","accepted name","Rhinella","Rhinella"
"1245","Rhinella marina","Animalia","Amphibia","Anura","4023","B. marinus","Bufonidae","accepted name","Rhinella","Rhinella"
"1246","Lithobates sylvaticus","Animalia","Amphibia","Anura","1984","Rana sylvatica","Ranidae","accepted name","Lithobates","Lithobates sylvaticus"
"1247","Vulpes lagopus","Animalia","Mammalia","Carnivora","1569","Alopex lagopus","Canidae","accepted name","Vulpes","Vulpes lagopus"
"1248","Leopardus geoffroyi","Animalia","Mammalia","Carnivora","3921","Oncifelis geoffroyi","Felidae","accepted name","Leopardus","Leopardus geoffroyi"
"1249","Rucervus duvaucelii","Animalia","Mammalia","Artiodactyla","2791","Cervus eldi","Cervidae","accepted name","Rucervus","Rucervus duvaucelii"
"1250","Urocitellus columbianus","Animalia","Mammalia","Rodentia","112","Spermophilus columbianus","Sciuridae","accepted name","Urocitellus","Urocitellus columbianus"
"1251","Myodes glareolus","Animalia","Mammalia","Rodentia","1567","Clethrionomys glareolus","Cricetidae","accepted name","Myodes","Myodes glareolus"
"1252","Myodes rufocanus","Animalia","Mammalia","Rodentia","832","Clethrionomys rufocanus","Cricetidae","accepted name","Myodes","Myodes rufocanus"
"1253","Chen caerulescens","Animalia","Aves","Anseriformes","684","Anser caerulescens","Anatidae","accepted name","Chen","Chen caerulescens"
"1254","Thalassarche melanophris","Animalia","Aves","Procellariiformes","1660","Thalassarche melanophrys","Diomedeidae","accepted name","Thalassarche","Thalassarche melanophris"
"1255","Stercorarius maccormicki","Animalia","Aves","Charadriiformes","2600","Catharacta maccormicki","Stercorariidae","accepted name","Stercorarius","Stercorarius maccormicki"
